Price,Manufacturer,Model,Mileage,Horse Power,Fuel,Transmission,Fabrication Year,Age,Posting Month,Posting Year,country_of_origin
52000.0,MINI,MINI,57000.0,4.0,Gasoline,Manual,2015.0,9.0,December,2022.0,United Kingdom
69800.0,MINI,MINI,126000.0,5.0,Gasoline,Automatic,2017.0,7.0,March,2024.0,United Kingdom
33000.0,MINI,MINI,101000.0,11.0,Gasoline,Automatic,2006.0,18.0,February,2024.0,United Kingdom
46500.0,MINI,MINI,144000.0,4.0,Gasoline,Manual,2015.0,9.0,February,2024.0,United Kingdom
34900.0,MINI,MINI,154000.0,7.0,Gasoline,Manual,2011.0,13.0,February,2024.0,United Kingdom
35000.0,MINI,MINI,182000.0,5.0,Gasoline,Manual,2009.0,15.0,February,2024.0,United Kingdom
34900.0,MINI,MINI,150000.0,7.0,Gasoline,Manual,2012.0,12.0,January,2024.0,United Kingdom
48000.0,MINI,MINI,116999.0,4.0,Gasoline,Manual,2015.0,9.0,January,2024.0,United Kingdom
36000.0,MINI,MINI,180000.0,5.0,Gasoline,Manual,2009.0,15.0,January,2024.0,United Kingdom
24500.0,MINI,MINI,179000.0,5.0,Gasoline,Manual,2009.0,15.0,November,2023.0,United Kingdom
75000.0,MINI,MINI CABRIOLET,172000.0,6.0,Gasoline,Manual,2019.0,5.0,November,2023.0,United Kingdom
27500.0,MINI,MINI CABRIOLET,280000.0,6.0,Diesel,Manual,2010.0,14.0,December,2023.0,United Kingdom
37900.0,MINI,MINI,154000.0,7.0,Gasoline,Manual,2011.0,13.0,January,2024.0,United Kingdom
29000.0,MINI,MINI,180000.0,5.0,Gasoline,Manual,2009.0,15.0,October,2023.0,United Kingdom
36000.0,MINI,MINI,163000.0,5.0,Gasoline,Manual,2011.0,13.0,September,2023.0,United Kingdom
75000.0,MINI,MINI,76000.0,6.0,Gasoline,Manual,2018.0,6.0,May,2023.0,United Kingdom
21000.0,MINI,MINI,220000.0,7.0,Gasoline,Manual,2003.0,21.0,July,2023.0,United Kingdom
46000.0,MINI,MINI,94000.0,7.0,Gasoline,Manual,2014.0,10.0,February,2023.0,United Kingdom
52000.0,MINI,MINI,57000.0,4.0,Gasoline,Manual,2015.0,9.0,December,2022.0,United Kingdom
58000.0,MINI,MINI,83000.0,4.0,Gasoline,Manual,2015.0,9.0,December,2022.0,United Kingdom
36000.0,MINI,MINI,160000.0,4.0,Gasoline,Manual,2010.0,14.0,December,2022.0,United Kingdom
55000.0,MINI,MINI,166000.0,6.0,Gasoline,Manual,2014.0,10.0,November,2022.0,United Kingdom
58000.0,MINI,MINI,80000.0,4.0,Gasoline,Manual,2015.0,9.0,November,2022.0,United Kingdom
73000.0,MINI,MINI,80000.0,5.0,Gasoline,Manual,2017.0,7.0,November,2022.0,United Kingdom
29000.0,MINI,MINI,170000.0,5.0,Gasoline,Manual,2009.0,15.0,January,2023.0,United Kingdom
50000.0,MINI,MINI,195000.0,6.0,Gasoline,Manual,2014.0,10.0,November,2022.0,United Kingdom
70000.0,MINI,5 PORTES,63000.0,5.0,Gasoline,Automatic,2017.0,7.0,December,2023.0,United Kingdom
57000.0,MINI,3 PORTES,90000.0,5.0,Gasoline,Manual,2015.0,9.0,December,2023.0,United Kingdom
59000.0,MINI,COUNTRYMAN,120000.0,6.0,Gasoline,Manual,2015.0,9.0,December,2023.0,United Kingdom
48500.0,MINI,3 PORTES,144000.0,4.0,Gasoline,Manual,2015.0,9.0,December,2023.0,United Kingdom
26500.0,MINI,3 PORTES,169000.0,5.0,Gasoline,Manual,2010.0,14.0,December,2023.0,United Kingdom
89000.0,MINI,COUNTRYMAN,114000.0,7.0,Gasoline,Automatic,2017.0,7.0,December,2023.0,United Kingdom
28000.0,MINI,COOPER S,280000.0,6.0,Diesel,Manual,2010.0,14.0,November,2023.0,United Kingdom
45000.0,MINI,COOPER,79000.0,7.0,Gasoline,Automatic,2010.0,14.0,December,2023.0,United Kingdom
55000.0,MINI,3 PORTES,83000.0,5.0,Gasoline,Manual,2014.0,10.0,December,2023.0,United Kingdom
145000.0,MINI,COOPER,20000.0,7.0,Gasoline,Automatic,2021.0,3.0,November,2023.0,United Kingdom
108000.0,MINI,COUNTRYMAN EDITION LONGSTONE,128000.0,6.0,Gasoline,Automatic,2019.0,5.0,November,2023.0,United Kingdom
36000.0,MINI,COUPE COOPER ONE,158000.0,5.0,Gasoline,Manual,2010.0,14.0,November,2023.0,United Kingdom
63000.0,MINI,5 PORTES,122000.0,5.0,Gasoline,Automatic,2016.0,8.0,December,2023.0,United Kingdom
35000.0,MINI,ONE,172000.0,5.0,Gasoline,Manual,2009.0,15.0,February,2024.0,United Kingdom
45000.0,MINI,ONE,91000.0,5.0,Gasoline,Manual,2015.0,9.0,February,2024.0,United Kingdom
26500.0,MINI,ONE,162000.0,5.0,Gasoline,Manual,2012.0,12.0,February,2024.0,United Kingdom
45999.0,MINI,ONE,90000.0,4.0,Gasoline,Manual,2015.0,9.0,February,2024.0,United Kingdom
26500.0,MINI,ONE,253000.0,5.0,Gasoline,Manual,2010.0,14.0,February,2024.0,United Kingdom
39500.0,MINI,COUNTRYMAN,162000.0,6.0,Gasoline,Manual,2011.0,13.0,February,2024.0,United Kingdom
24500.0,MINI,COOPER,250000.0,5.0,Gasoline,Manual,2009.0,15.0,February,2024.0,United Kingdom
79500.0,MINI,ONE,53000.0,5.0,Gasoline,Manual,2018.0,6.0,February,2024.0,United Kingdom
27500.0,MINI,ONE,188000.0,5.0,Gasoline,Manual,2009.0,15.0,February,2024.0,United Kingdom
29500.0,MINI,ONE,180000.0,5.0,Gasoline,Manual,2009.0,15.0,February,2024.0,United Kingdom
33000.0,MINI,COOPER,101000.0,11.0,Gasoline,Automatic,2006.0,18.0,February,2024.0,United Kingdom
53000.0,MINI,COOPER,130000.0,7.0,Gasoline,Manual,2013.0,11.0,February,2024.0,United Kingdom
30500.0,MINI,ONE,142000.0,5.0,Gasoline,Manual,2009.0,15.0,February,2024.0,United Kingdom
44500.0,MINI,ONE,91000.0,5.0,Gasoline,Manual,2015.0,9.0,February,2024.0,United Kingdom
48000.0,MINI,COOPER,117000.0,4.0,Gasoline,Manual,2015.0,9.0,February,2024.0,United Kingdom
46500.0,MINI,ONE,144000.0,4.0,Gasoline,Manual,2015.0,9.0,February,2024.0,United Kingdom
69800.0,MINI,COOPER,126000.0,5.0,Gasoline,Automatic,2017.0,7.0,February,2024.0,United Kingdom
45000.0,MINI,COOPER,158000.0,4.0,Gasoline,Manual,2015.0,9.0,November,2023.0,United Kingdom
24000.0,MINI,ONE,300000.0,5.0,Gasoline,Manual,2015.0,9.0,November,2023.0,United Kingdom
32800.0,MINI,ONE,200000.0,4.0,Gasoline,Manual,2011.0,13.0,November,2023.0,United Kingdom
33500.0,MINI,ONE,170000.0,5.0,Gasoline,Manual,2010.0,14.0,November,2023.0,United Kingdom
28000.0,MINI,COOPER,280000.0,5.0,Diesel,Manual,2010.0,14.0,November,2023.0,United Kingdom
45000.0,MINI,COOPER,79000.0,7.0,Gasoline,Automatic,2010.0,14.0,November,2023.0,United Kingdom
55000.0,MINI,ONE,83000.0,5.0,Gasoline,Manual,2015.0,9.0,November,2023.0,United Kingdom
46500.0,MINI,ONE,120000.0,4.0,Gasoline,Manual,2015.0,9.0,November,2023.0,United Kingdom
42000.0,MINI,COOPER,104000.0,10.0,Gasoline,Automatic,2012.0,12.0,November,2023.0,United Kingdom
45000.0,MINI,ONE,150000.0,5.0,Gasoline,Manual,2015.0,9.0,November,2023.0,United Kingdom
29500.0,MINI,COOPER,160000.0,6.0,Gasoline,Manual,2010.0,14.0,November,2023.0,United Kingdom
48500.0,MINI,ONE,144000.0,4.0,Gasoline,Manual,2015.0,9.0,November,2023.0,United Kingdom
111111.0,MINI,ONE,157800.0,5.0,Gasoline,Manual,2009.0,15.0,November,2023.0,United Kingdom
46500.0,MINI,COUNTRYMAN,200000.0,6.0,Gasoline,Manual,2013.0,11.0,November,2023.0,United Kingdom
9000.0,MINI,ONE,448000.0,6.0,Diesel,Manual,1997.0,27.0,November,2023.0,United Kingdom
17000.0,MINI,ONE,170000.0,6.0,Gasoline,Manual,2019.0,5.0,November,2023.0,United Kingdom
31000.0,MINI,ONE,180000.0,5.0,Gasoline,Manual,2009.0,15.0,November,2023.0,United Kingdom
28000.0,MINI,COOPER,280000.0,6.0,Diesel,Manual,2010.0,14.0,November,2023.0,United Kingdom
45000.0,MINI,COUNTRYMAN,227000.0,6.0,Diesel,Manual,2011.0,13.0,November,2023.0,United Kingdom
12345.0,MINI,ONE,143000.0,6.0,Gasoline,Manual,2009.0,15.0,November,2023.0,United Kingdom
75000.0,MINI,CABRIO,172000.0,6.0,Gasoline,Manual,2019.0,5.0,November,2023.0,United Kingdom
40000.0,MINI,CLUBMAN,130000.0,5.0,Diesel,Manual,2011.0,13.0,November,2023.0,United Kingdom
59000.0,MINI,COUNTRYMAN,120000.0,6.0,Gasoline,Manual,2015.0,9.0,February,2024.0,United Kingdom
158000.0,MINI,COUNTRYMAN S,35000.0,5.0,Hybrid,Automatic,2019.0,5.0,February,2024.0,United Kingdom
57000.0,MINI,ONE,70000.0,4.0,Gasoline,Manual,2016.0,8.0,February,2024.0,United Kingdom
105000.0,MINI,COOPER S,32529.0,7.0,Gasoline,Automatic,2020.0,4.0,February,2024.0,United Kingdom
73000.0,MINI,COUPE ONE,200000.0,5.0,Gasoline,Manual,2017.0,7.0,February,2024.0,United Kingdom
43000.0,MINI,3 PORTES,141000.0,7.0,Gasoline,Automatic,2013.0,11.0,February,2024.0,United Kingdom
57000.0,MINI,3 PORTES,90000.0,5.0,Gasoline,Manual,2015.0,9.0,February,2024.0,United Kingdom
46500.0,MINI,3 PORTES,144000.0,4.0,Gasoline,Manual,2015.0,9.0,February,2024.0,United Kingdom
46000.0,MINI,COUNTRYMAN,105390.0,7.0,Gasoline,Manual,2011.0,13.0,February,2024.0,United Kingdom
31500.0,MINI,3 PORTES,179000.0,4.0,Gasoline,Manual,2010.0,14.0,February,2024.0,United Kingdom
30000.0,MINI,3 PORTES,229000.0,5.0,Gasoline,Manual,2010.0,14.0,February,2024.0,United Kingdom
127000.0,MINI,COOPER,20000.0,7.0,Gasoline,Automatic,2021.0,3.0,February,2024.0,United Kingdom
60000.0,MINI,5 PORTES,156000.0,4.0,Gasoline,Automatic,2015.0,9.0,February,2024.0,United Kingdom
58000.0,MINI,3 PORTES,146000.0,4.0,Gasoline,Manual,2016.0,8.0,February,2024.0,United Kingdom
34000.0,MINI,COOPER S,20127.0,5.0,Gasoline,Manual,2009.0,15.0,January,2024.0,United Kingdom
45000.0,MINI,COOPER,79000.0,7.0,Gasoline,Automatic,2010.0,14.0,January,2024.0,United Kingdom
69500.0,MINI,COOPER,34000.0,5.0,Gasoline,Automatic,2016.0,8.0,January,2024.0,United Kingdom
23000.0,CHEVROLET,AVEO,160000.0,5.0,Gasoline,Manual,2011.0,13.0,February,2024.0,United States
39000.0,CHEVROLET,CRUZE,100000.0,7.0,Gasoline,Manual,2018.0,6.0,February,2024.0,United States
118846.0,CHEVROLET,OPTRA,190000.0,6.0,Gasoline,Manual,2008.0,16.0,February,2024.0,United States
23000.0,CHEVROLET,AVEO,245000.0,5.0,Hybrid,Manual,2013.0,11.0,February,2024.0,United States
25000.0,CHEVROLET,AVEO,155000.0,5.0,Gasoline,Manual,2013.0,11.0,February,2024.0,United States
31000.0,CHEVROLET,SSR,115000.0,5.0,Gasoline,Manual,2017.0,7.0,February,2024.0,United States
25600.0,CHEVROLET,AVEO,182600.0,5.0,Gasoline,Manual,2017.0,7.0,February,2024.0,United States
25000.0,CHEVROLET,AVEO,178000.0,5.0,Gasoline,Manual,2013.0,11.0,February,2024.0,United States
38000.0,CHEVROLET,CRUZE,126000.0,7.0,Gasoline,Manual,2018.0,6.0,January,2024.0,United States
31500.0,CHEVROLET,UPLANDER,126000.0,5.0,Gasoline,Manual,2018.0,6.0,February,2024.0,United States
25000.0,CHEVROLET,AVEO,187000.0,5.0,Gasoline,Manual,2013.0,11.0,February,2024.0,United States
37000.0,CHEVROLET,CRUZE,111000.0,7.0,Gasoline,Manual,2019.0,5.0,February,2024.0,United States
65000.0,CHEVROLET,SILVERADO,160000.0,30.0,Gasoline,Automatic,2001.0,23.0,February,2024.0,United States
36500.0,CHEVROLET,SSR,98000.0,5.0,Gasoline,Manual,2020.0,4.0,February,2024.0,United States
20500.0,CHEVROLET,SPARK,168000.0,4.0,Gasoline,Manual,2009.0,15.0,March,2024.0,United States
15000.0,CHEVROLET,AVEO,150000.0,5.0,Gasoline,Manual,2006.0,18.0,February,2024.0,United States
24000.0,CHEVROLET,AVEO,230000.0,5.0,Gasoline,Manual,2011.0,13.0,March,2024.0,United States
52000.0,CHEVROLET,CRUZE,21000.0,7.0,Gasoline,Manual,2019.0,5.0,March,2024.0,United States
32500.0,CHEVROLET,CRUZE,90000.0,5.0,Gasoline,Manual,2020.0,4.0,January,2024.0,United States
17000.0,CHEVROLET,AVEO,156000.0,5.0,Gasoline,Manual,2011.0,13.0,March,2024.0,United States
21000.0,CHEVROLET,AVEO,260000.0,5.0,Gasoline,Manual,2006.0,18.0,March,2024.0,United States
20500.0,CHEVROLET,AVEO,299000.0,5.0,Gasoline,Manual,2013.0,11.0,March,2024.0,United States
14800.0,CHEVROLET,AVEO,221000.0,6.0,Gasoline,Manual,2008.0,16.0,January,2024.0,United States
43000.0,CHEVROLET,CRUZE,195000.0,7.0,Gasoline,Manual,2018.0,6.0,January,2024.0,United States
25000.0,CHEVROLET,AVEO,174000.0,5.0,Gasoline,Manual,2014.0,10.0,January,2024.0,United States
90000.0,CHEVROLET,TAHOE,286000.0,21.0,Gasoline,Automatic,2008.0,16.0,January,2024.0,United States
22000.0,CHEVROLET,AVEO,210000.0,5.0,Gasoline,Manual,2007.0,17.0,January,2024.0,United States
14000.0,CHEVROLET,OPTRA,260000.0,6.0,Gasoline,Manual,2006.0,18.0,January,2024.0,United States
60000.0,CHEVROLET,TRACKER,65000.0,8.0,Gasoline,Manual,2018.0,6.0,January,2024.0,United States
43700.0,CHEVROLET,SSR,70000.0,5.0,Gasoline,Manual,2021.0,3.0,January,2024.0,United States
13700.0,CHEVROLET,AVEO,230000.0,5.0,Gasoline,Manual,2006.0,18.0,December,2023.0,United States
42000.0,CHEVROLET,AVEO,62000.0,6.0,Gasoline,Manual,2022.0,2.0,December,2023.0,United States
35500.0,CHEVROLET,CRUZE,122000.0,7.0,Gasoline,Manual,2019.0,5.0,January,2024.0,United States
15000.0,CHEVROLET,AVEO,150000.0,5.0,Gasoline,Manual,2006.0,18.0,January,2024.0,United States
21700.0,CHEVROLET,SPARK,118000.0,4.0,Gasoline,Manual,2013.0,11.0,January,2024.0,United States
30000.0,CHEVROLET,CRUZE,175000.0,7.0,Gasoline,Manual,2012.0,12.0,January,2024.0,United States
26000.0,CHEVROLET,CRUZE,250000.0,7.0,Gasoline,Manual,2011.0,13.0,January,2024.0,United States
35000.0,CHEVROLET,CRUZE,170000.0,7.0,Gasoline,Manual,2018.0,6.0,January,2024.0,United States
23000.0,CHEVROLET,SPARK,200000.0,4.0,Gasoline,Manual,2012.0,12.0,January,2024.0,United States
123000.0,CHEVROLET,SPARK,140000.0,5.0,Gasoline,Manual,2012.0,12.0,January,2024.0,United States
21500.0,CHEVROLET,AVEO,180000.0,5.0,Gasoline,Manual,2015.0,9.0,January,2024.0,United States
43500.0,CHEVROLET,CRUZE,100000.0,5.0,Gasoline,Manual,2022.0,2.0,December,2023.0,United States
26500.0,CHEVROLET,S-10,90000.0,5.0,Gasoline,Manual,2016.0,8.0,December,2023.0,United States
18500.0,CHEVROLET,AVEO,255000.0,5.0,Gasoline,Manual,2009.0,15.0,December,2023.0,United States
16000.0,CHEVROLET,AVEO,361000.0,5.0,Gasoline,Manual,2007.0,17.0,December,2023.0,United States
16800.0,CHEVROLET,OPTRA,202000.0,6.0,Gasoline,Manual,2007.0,17.0,December,2023.0,United States
17000.0,CHEVROLET,OPTRA,201000.0,6.0,Gasoline,Manual,2007.0,17.0,December,2023.0,United States
123000.0,CHEVROLET,S-10,140000.0,4.0,Gasoline,Manual,2012.0,12.0,December,2023.0,United States
30000.0,CHEVROLET,CRUZE,160000.0,7.0,Gasoline,Manual,2014.0,10.0,December,2023.0,United States
21900.0,CHEVROLET,SPARK,219000.0,4.0,Gasoline,Manual,2011.0,13.0,December,2023.0,United States
25000.0,CHEVROLET,AVEO,300000.0,5.0,Gasoline,Manual,2012.0,12.0,December,2023.0,United States
24000.0,CHEVROLET,AVEO,155000.0,5.0,Gasoline,Manual,2011.0,13.0,December,2023.0,United States
25500.0,CHEVROLET,AVEO,236000.0,5.0,Hybrid,Manual,2013.0,11.0,February,2024.0,United States
30000.0,CHEVROLET,CRUZE,340000.0,5.0,Gasoline,Manual,2018.0,6.0,December,2023.0,United States
28000.0,CHEVROLET,AVEO,208000.0,5.0,Gasoline,Manual,2018.0,6.0,December,2023.0,United States
25000.0,CHEVROLET,ALERO,15000.0,1.0,Gasoline,Automatic,2022.0,2.0,January,2024.0,United States
22500.0,CHEVROLET,AVEO,228000.0,5.0,Gasoline,Manual,2011.0,13.0,February,2024.0,United States
15000.0,CHEVROLET,OPTRA,260000.0,6.0,Gasoline,Manual,2006.0,18.0,January,2024.0,United States
58000.0,CHEVROLET,CRUZE,14000.0,5.0,Gasoline,Manual,2018.0,6.0,November,2023.0,United States
37500.0,CHEVROLET,SSR,226000.0,5.0,Gasoline,Manual,2018.0,6.0,February,2024.0,United States
21300.0,CHEVROLET,AVEO,181000.0,5.0,Gasoline,Manual,2011.0,13.0,January,2024.0,United States
123000.0,CHEVROLET,AVEO,90000.0,5.0,Gasoline,Manual,2020.0,4.0,March,2024.0,United States
26500.0,CHEVROLET,CRUZE,197000.0,7.0,Gasoline,Manual,2014.0,10.0,February,2024.0,United States
79000.0,CHEVROLET,CAPTIVA,107000.0,9.0,Gasoline,Automatic,2021.0,3.0,January,2024.0,United States
19000.0,CHEVROLET,LACETTI,160000.0,6.0,Gasoline,Manual,2010.0,14.0,November,2023.0,United States
54000.0,CHEVROLET,TRAX,70000.0,8.0,Gasoline,Manual,2019.0,5.0,November,2023.0,United States
39000.0,CHEVROLET,CRUZE,100000.0,7.0,Gasoline,Manual,2018.0,6.0,October,2023.0,United States
29500.0,CHEVROLET,CRUZE,149000.0,7.0,Gasoline,Manual,2013.0,11.0,September,2023.0,United States
19000.0,CHEVROLET,LACETTI,159000.0,6.0,Gasoline,Manual,2010.0,14.0,October,2023.0,United States
20000.0,CHEVROLET,AVEO,280000.0,5.0,Gasoline,Manual,2014.0,10.0,September,2023.0,United States
36000.0,CHEVROLET,CRUZE,129000.0,7.0,Gasoline,Manual,2018.0,6.0,September,2023.0,United States
18000.0,CHEVROLET,MATIZ,200000.0,4.0,Gasoline,Manual,2010.0,14.0,September,2023.0,United States
23800.0,CHEVROLET,AVEO,130000.0,5.0,Gasoline,Manual,2014.0,10.0,October,2023.0,United States
16500.0,CHEVROLET,AVEO,186500.0,5.0,Gasoline,Manual,2011.0,13.0,August,2023.0,United States
11000.0,CHEVROLET,AVEO,252000.0,6.0,Gasoline,Manual,2009.0,15.0,July,2023.0,United States
35000.0,CHEVROLET,CRUZE,133000.0,7.0,Gasoline,Manual,2018.0,6.0,May,2023.0,United States
25500.0,CHEVROLET,SPARK,160000.0,5.0,Gasoline,Manual,2015.0,9.0,August,2023.0,United States
13500.0,CHEVROLET,AVEO,123456.0,4.0,Gasoline,Manual,2010.0,14.0,June,2023.0,United States
14200.0,CHEVROLET,AVEO,170000.0,5.0,Gasoline,Manual,2010.0,14.0,May,2023.0,United States
25000.0,CHEVROLET,CRUZE,131000.0,5.0,Gasoline,Manual,2015.0,9.0,November,2022.0,United States
37500.0,CHEVROLET,CRUZE,100000.0,7.0,Gasoline,Manual,2018.0,6.0,November,2022.0,United States
18000.0,CHEVROLET,AVEO,300000.0,5.0,Gasoline,Manual,2009.0,15.0,December,2022.0,United States
23000.0,CHEVROLET,AVEO,164000.0,5.0,Gasoline,Manual,2017.0,7.0,December,2022.0,United States
35000.0,CHEVROLET,CRUZE,105000.0,7.0,Gasoline,Manual,2017.0,7.0,December,2022.0,United States
16000.0,CHEVROLET,AVEO,150000.0,5.0,Gasoline,Manual,2006.0,18.0,February,2024.0,United States
40000.0,CHEVROLET,CRUZE,145000.0,7.0,Gasoline,Manual,2019.0,5.0,February,2024.0,United States
39000.0,CHEVROLET,CRUZE,100000.0,7.0,Gasoline,Manual,2018.0,6.0,February,2024.0,United States
32000.0,CHEVROLET,CRUZE,200000.0,7.0,Gasoline,Manual,2017.0,7.0,February,2024.0,United States
19000.0,CHEVROLET,AVEO,311000.0,5.0,Gasoline,Manual,2011.0,13.0,February,2024.0,United States
39000.0,CHEVROLET,CRUZE,95000.0,7.0,Gasoline,Manual,2018.0,6.0,January,2024.0,United States
10000.0,CHEVROLET,LACETTI,99999.0,6.0,Gasoline,Manual,2005.0,19.0,January,2024.0,United States
21000.0,CHEVROLET,AVEO,500000.0,5.0,Gasoline,Manual,2013.0,11.0,January,2024.0,United States
23800.0,CHEVROLET,AVEO,130000.0,5.0,Gasoline,Manual,2014.0,10.0,October,2023.0,United States
19000.0,CHEVROLET,LACETTI,159000.0,6.0,Gasoline,Manual,2010.0,14.0,October,2023.0,United States
54000.0,CHEVROLET,TRAX,70000.0,8.0,Gasoline,Manual,2019.0,5.0,November,2023.0,United States
19000.0,CHEVROLET,LACETTI,160000.0,6.0,Gasoline,Manual,2010.0,14.0,November,2023.0,United States
19000.0,CHEVROLET,LACETTI,160000.0,6.0,Gasoline,Manual,2010.0,14.0,December,2023.0,United States
39000.0,CHEVROLET,CRUZE,100000.0,7.0,Gasoline,Manual,2018.0,6.0,October,2023.0,United States
18000.0,CHEVROLET,MATIZ,200000.0,4.0,Gasoline,Manual,2010.0,14.0,September,2023.0,United States
36000.0,CHEVROLET,CRUZE,129000.0,7.0,Gasoline,Manual,2018.0,6.0,September,2023.0,United States
29500.0,CHEVROLET,CRUZE,149000.0,7.0,Gasoline,Manual,2013.0,11.0,September,2023.0,United States
20000.0,CHEVROLET,AVEO,280000.0,5.0,Gasoline,Manual,2014.0,10.0,September,2023.0,United States
16500.0,CHEVROLET,AVEO,186500.0,5.0,Gasoline,Manual,2011.0,13.0,August,2023.0,United States
13500.0,CHEVROLET,AVEO,123456.0,4.0,Gasoline,Manual,2010.0,14.0,June,2023.0,United States
11000.0,CHEVROLET,AVEO,252000.0,6.0,Gasoline,Manual,2009.0,15.0,July,2023.0,United States
19500.0,CHEVROLET,AVEO,211000.0,6.0,Gasoline,Manual,2009.0,15.0,December,2022.0,United States
23000.0,CHEVROLET,AVEO,164000.0,5.0,Gasoline,Manual,2017.0,7.0,December,2022.0,United States
35000.0,CHEVROLET,CRUZE,105000.0,7.0,Gasoline,Manual,2017.0,7.0,December,2022.0,United States
38000.0,CHEVROLET,CRUZE,158000.0,7.0,Gasoline,Manual,2018.0,6.0,January,2023.0,United States
25000.0,CHEVROLET,CRUZE,131000.0,5.0,Gasoline,Manual,2015.0,9.0,November,2022.0,United States
18000.0,CHEVROLET,AVEO,300000.0,5.0,Gasoline,Manual,2009.0,15.0,December,2022.0,United States
37500.0,CHEVROLET,CRUZE,100000.0,7.0,Gasoline,Manual,2018.0,6.0,November,2022.0,United States
23900.0,CHEVROLET,OPTRA,216000.0,6.0,Gasoline,Manual,2007.0,17.0,December,2023.0,United States
39000.0,CHEVROLET,CRUZE,100000.0,7.0,Gasoline,Manual,2018.0,6.0,December,2023.0,United States
160000.0,CHEVROLET,CAMARO RS COUPE,40146.0,21.0,Gasoline,Automatic,2014.0,10.0,December,2023.0,United States
19000.0,CHEVROLET,SPARK,140000.0,4.0,Gasoline,Automatic,2007.0,17.0,December,2023.0,United States
38500.0,CHEVROLET,CRUZE,114000.0,7.0,Gasoline,Manual,2018.0,6.0,December,2023.0,United States
37000.0,CHEVROLET,CRUZE 5P CRUZE LT,100000.0,7.0,Gasoline,Manual,2018.0,6.0,December,2023.0,United States
25500.0,CHEVROLET,SPARK,101000.0,5.0,Gasoline,Manual,2013.0,11.0,December,2023.0,United States
73000.0,CHEVROLET,CAPTIVA AWD,160000.0,10.0,Diesel,Automatic,2016.0,8.0,December,2023.0,United States
125000.0,CHEVROLET,SILVERADO,15000.0,34.0,Gasoline,Automatic,2009.0,15.0,December,2023.0,United States
19500.0,CHEVROLET,AVEO,270000.0,5.0,Gasoline,Manual,2012.0,12.0,February,2024.0,United States
19000.0,CHEVROLET,AVEO,311000.0,5.0,Gasoline,Manual,2011.0,13.0,February,2024.0,United States
28900.0,CHEVROLET,SPARK,130500.0,5.0,Gasoline,Manual,2016.0,8.0,February,2024.0,United States
16500.0,CHEVROLET,AVEO,270000.0,5.0,Gasoline,Manual,2010.0,14.0,February,2024.0,United States
35000.0,CHEVROLET,TRACKER,270000.0,8.0,Gasoline,Manual,2014.0,10.0,February,2024.0,United States
29000.0,CHEVROLET,AVEO,89000.0,5.0,Gasoline,Automatic,2013.0,11.0,February,2024.0,United States
26500.0,CHEVROLET,AVEO,210000.0,5.0,Gasoline,Manual,2017.0,7.0,February,2024.0,United States
19500.0,CHEVROLET,OPTRA,267000.0,6.0,Gasoline,Manual,2010.0,14.0,February,2024.0,United States
18500.0,CHEVROLET,AVEO,200000.0,5.0,Gasoline,Manual,2005.0,19.0,February,2024.0,United States
40000.0,CHEVROLET,CRUZE,145000.0,7.0,Gasoline,Manual,2019.0,5.0,February,2024.0,United States
26500.0,CHEVROLET,CRUZE,200000.0,7.0,Gasoline,Manual,2015.0,9.0,February,2024.0,United States
37500.0,CHEVROLET,SSR,226000.0,5.0,Gasoline,Manual,2018.0,6.0,February,2024.0,United States
39000.0,CHEVROLET,CRUZE,95000.0,7.0,Gasoline,Manual,2018.0,6.0,February,2024.0,United States
47000.0,CHEVROLET,CAPTIVA,66000.0,12.0,Gasoline,Automatic,2010.0,14.0,February,2024.0,United States
74000.0,CHEVROLET,CAPTIVA,74000.0,9.0,Gasoline,Automatic,2021.0,3.0,February,2024.0,United States
22500.0,CHEVROLET,AVEO,117000.0,5.0,Gasoline,Manual,2017.0,7.0,February,2024.0,United States
15000.0,CHEVROLET,OPTRA,350000.0,4.0,Gasoline,Manual,2005.0,19.0,February,2024.0,United States
15000.0,CHEVROLET,AVEO,150000.0,5.0,Gasoline,Manual,2006.0,18.0,February,2024.0,United States
31000.0,CHEVROLET,CRUZE,270000.0,7.0,Gasoline,Manual,2014.0,10.0,February,2024.0,United States
32000.0,CHEVROLET,AVEO,72000.0,5.0,Gasoline,Manual,2013.0,11.0,February,2024.0,United States
29000.0,CHEVROLET,CRUZE,300000.0,7.0,Gasoline,Manual,2017.0,7.0,February,2024.0,United States
20500.0,CHEVROLET,AVEO,299000.0,5.0,Gasoline,Manual,2013.0,11.0,February,2024.0,United States
38998.0,CHEVROLET,CRUZE,100000.0,7.0,Gasoline,Manual,2018.0,6.0,February,2024.0,United States
79000.0,CHEVROLET,CAPTIVA,107000.0,9.0,Gasoline,Automatic,2021.0,3.0,February,2024.0,United States
22500.0,CHEVROLET,AVEO,228000.0,5.0,Gasoline,Manual,2011.0,13.0,February,2024.0,United States
19500.0,CHEVROLET,AVEO,262000.0,5.0,Gasoline,Manual,2010.0,14.0,February,2024.0,United States
38600.0,CHEVROLET,AVEO,73000.0,5.0,Gasoline,Manual,2021.0,3.0,February,2024.0,United States
25000.0,CHEVROLET,AVEO,155000.0,5.0,Gasoline,Manual,2013.0,11.0,February,2024.0,United States
22500.0,CHEVROLET,AVEO,148000.0,5.0,Gasoline,Manual,2010.0,14.0,February,2024.0,United States
